"Customer","Type","Type (Online - Virtual or Physical)","Channel Category","Country Code","Nation Name","Region Name","State/Province Name","City Name","District Name","Location Name","Postal Code","Address","Group","Region Site Group Name","REP Flag","Latitude","Longitude","Initially Admitted","Updated Dttm"
"Petropavlovsk-logy-Internacionalnaya","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Severo-Kazakhstanskaya","Petropavlovsk","","Petropavlovsk(KZ003016018)","","str Internacionalnaya 57a","CXXYR90307YR","","","","","2014/08/01 18:06:45","2015/04/28 18:13:09"
"Petropavlovsk-logy-Internacionalnaya","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Severo-Kazakhstanskaya","Petropavlovsk","","Petropavlovsk(KZ003016018)","","str Internacionalnaya 57a","CXXYR90307YR","","","","","2015/04/28 18:07:38","2019/01/28 03:05:05"
"Petropavlovsk-logy-ToksanBi","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Severo-Kazakhstanskaya","Petropavlovsk","","Petropavlovsk(KZ003016018)","","str. Toksan Bi 80","CXXYR90307YR","","","","","2014/08/01 18:06:45","2015/04/28 18:13:09"
"Petropavlovsk-nokia-Internacionalnaya","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Severo-Kazakhstanskaya","Petropavlovsk","","Petropavlovsk(KZ003016018)","","Internacionalnaya 77","CXX3YR00800","","Y","54.861648","69.151892","2013/11/07 18:43:13","2024/05/03 13:04:22"
"Petropavlovsk-nokia-Internacionalnaya","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Severo-Kazakhstanskaya","Petropavlovsk","","Petropavlovsk(KZ003016018)","","Petropavlovsk, Severo-Kazakhstanskaya, KAZAKHSTAN","CXX3YR00800","","Y","43.218495","76.927723","2024/01/17 20:18:37","2024/05/03 13:04:22"
"Petropavlovsk-nokia-Sutysheva","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Severo-Kazakhstanskaya","Petropavlovsk","","Petropavlovsk(KZ003016018)","","Sutysheva 55","CXX3YR00800","","Y","54.865782","69.132421","2015/06/24 12:28:55","2024/05/03 13:04:22"
"Petropavlovsk-o2-Mukanova-53-TRK-Semeyniy","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Severo-Kazakhstanskaya","Petropavlovsk","","Petropavlovsk(KZ003016018)","","Mukanova 53 TRK Semeyniy","CXXYR90YRFK08","","Y","54.864596","69.126064","2017/06/14 11:56:33","2022/05/30 19:33:20"
"Petropavlovsk-o2-Valikhanova","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Severo-Kazakhstanskaya","Petropavlovsk","","Petropavlovsk(KZ003016018)","","Ualihanova, 31","CXXYR90YRFK08","","Y","","","2012/09/19 18:06:59","2013/05/22 17:04:20"
"Petropavlovsk-o2-Valikhanova-31","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Severo-Kazakhstanskaya","Petropavlovsk","","Petropavlovsk(KZ003016018)","","Ualihanova, 31","CXXYR90YRFK08","","Y","54.906196","69.144438","2013/05/22 00:05:42","2022/05/30 19:33:20"
"Petropavlovsk-SIS-xiaomi-Sutyusheva-Rahmet","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Severo-Kazakhstanskaya","Petropavlovsk","","Petropavlovsk(KZ003016018)","","Sutysheva, 58B","CXXYR90YRFK07","","Y","","","2014/05/27 14:18:12","2019/01/28 03:05:05"
"Petropavlovsk-tesla-Internaciyonalnaya","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Severo-Kazakhstanskaya","Petropavlovsk","","Petropavlovsk(KZ003016018)","","Internacionalnaya str.5","CXXYR90YRFK00","","Y","","","2012/09/19 18:06:59","2013/06/27 20:03:39"
"Petropavlovsk-tesla-Internaciyonalnaya","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Severo-Kazakhstanskaya","Petropavlovsk","","Petropavlovsk(KZ003016018)","","Internacionalnaya str.5","CXXYR90YRFK00","","Y","54.878492","69.124898","2013/06/27 20:02:03","2022/04/26 13:01:45"
"Petropavlovsk-tesla-REG-WH-Main","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Severo-Kazakhstanskaya","Petropavlovsk","","Petropavlovsk(KZ003016018)","","?","CXXYR90YRFK00","","Y","","","2018/04/23 20:19:45","2024/03/19 18:48:41"
"Petropavlovsk-tesla-Valihanova-City-Mall","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Severo-Kazakhstanskaya","Petropavlovsk","","Petropavlovsk(KZ003016018)","","Petropavlovsk_Mechta_Valihanova_City_Mall","CXXYR90YRFK00","","Y","54.907341","69.143234","2017/12/07 13:01:34","2022/04/27 18:45:24"
"Petropavlovsk-tesla-Zhabaeva-Mebelvill","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","","","","","KAZAKHSTAN(KZ)","","KAZAKHSTAN","CXXYR90YRFK00","","Y","51.148678","71.47001","2024/01/18 00:43:08","2024/01/22 03:07:17"
"Petropavlovsk-vodafone-Auezova-168","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Northern","Severo-Kazakhstanskaya","Petropavlovsk","","Petropavlovsk(KZ003016018)","","Ауэзова, 168","CXX3YR008YR6","","","","","2018/09/10 20:40:54","2022/04/13 14:51:49"
"Petropavlovsk-xiaomi-Dostyk-Mall","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Severo-Kazakhstanskaya","Petropavlovsk","","Petropavlovsk(KZ003016018)","","Магазин Петропавловск Достык Молл","CXXYR90YRFK07","","Y","54.870627","69.128137","2019/09/05 16:37:47","2022/05/31 17:48:46"
"Petropavlovsk-xiaomi-REG-WH","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Severo-Kazakhstanskaya","Petropavlovsk","","Petropavlovsk(KZ003016018)","","Sutysheva, 58B","CXXYR90YRFK07","","Y","","","2019/12/13 18:03:49","2024/04/01 03:06:59"
"Petropavlovsk-xiaomi-Sutyusheva-Rahmet","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Severo-Kazakhstanskaya","Petropavlovsk","","Petropavlovsk(KZ003016018)","","Магазин Петропавловск","CXXYR90YRFK07","","Y","54.866227","69.131644","2012/09/19 18:06:59","2022/05/26 20:36:22"
"Petropavlovsk-yandex-lg-Auezova","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","","CXX443009YR","","","","","2018/09/21 20:10:07","2024/05/20 03:07:09"
"Petropavlovsk-yandex-REG-WH","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","","CXX443009YR","","","","","2018/09/21 20:10:07","2019/06/05 14:26:03"
"Petropavlsk-DPD-Musrepova-dom-34-korpus-a","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Severo-Kazakhstanskaya","Petropavlovsk","","Petropavlovsk(KZ003016018)","","Petropavlovsk, Severo-Kazakhstanskaya, KAZAKHSTAN","CXX3YR00800","","","","","2022/04/26 16:33:53","2024/06/03 03:07:05"
"Petropavlsk-tesla-Zhambyla-Zhabayeva-59B-Mebelville","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Severo-Kazakhstanskaya","Petropavlovsk","","Petropavlovsk(KZ003016018)","","Petropavlovsk, Severo-Kazakhstanskaya, KAZAKHSTAN","CXXYR90YRFK00","","Y","","","2023/02/20 12:12:31","2023/04/18 18:17:01"
"Planeta","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Valihanova","CXX3YR008YR6","","","","","2011/01/13 16:44:22","2021/06/04 13:38:44"
"Planeta Elektroniki","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Western","Atyrauskaya","Atyrau","","Atyrau(KZ002012008)","","Satpayeva, 35","CXX3YR008YR6","","","","","2011/01/13 16:44:24","2021/06/04 13:38:44"
"Planeta Elektroniki","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Western","Atyrauskaya","Atyrau","","Atyrau(KZ002012008)","","Atanbayeva, 19","CXX3YR008YR6","","","","","2011/01/13 16:44:24","2021/06/04 13:38:44"
"Planeta Elektroniki","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Western","Zapadno-Kazakhstanskaya","Uralsk","","Uralsk(KZ002013014)","","Eurasia, 110","CXX3YR008YR6","","","","","2011/01/13 16:44:26","2021/06/04 13:38:44"
"Planeta Elektroniki","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Central","Karagandinskaya","Karaganda","","Karaganda(KZ004006005)","","Stroiteley av., 35","CXX3YR008YR6","","","","","2011/01/13 16:44:27","2021/06/04 13:38:44"
"Planeta Elektroniki","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","Dostyk 29","CXX3YR008YR6","","","","","2011/01/13 16:44:27","2021/06/04 13:38:44"
"Planeta Elektroniki","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","Kunaeva 49","CXX3YR008YR6","","","","","2011/01/13 16:44:27","2021/06/04 13:38:44"
"Planeta Elektroniki","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","Sholohova 13","CXX3YR008YR6","","","","","2011/01/13 16:44:27","2021/06/04 13:38:44"
"Planeta Elektroniki","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","Auezova, 9, Tole bi","CXX3YR008YR6","","","","","2011/01/13 16:44:27","2021/06/04 13:38:44"
"Planeta Elektroniki","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","Zhandosova, 70, Radoctovca","CXX3YR008YR6","","","","","2011/01/13 16:44:27","2021/06/04 13:38:44"
"Plyus Mikro NS, #1","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Esenverlina, 19","CXX3YR008YR6","","","","","2011/01/13 16:44:24","2021/06/04 13:38:44"
"PPO-Pavlodar-DPD-BEKMAHANOVA-157 -SKLAD-PPO","DC","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Pavlodarskaya","Pavlodar","","Pavlodar(KZ003008012)","","Pavlodar, Pavlodarskaya, KAZAKHSTAN","CXX3YR00800","","","","","2021/09/21 19:14:50","2024/05/03 13:04:22"
"PPO-ufc-Kostanai","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Kostanayskaya","Kostanai","","Kostanai(KZ003015013)","","Kostanai, Kostanayskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2021/07/22 14:44:21","2021/10/20 17:45:42"
"Predpriatia KS, pr. Ayezova 37","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Eastern","Vostochno-Kazakhstanskaya","Oskemen","","Oskemen(KZ005005035)","","pr. Ayezova 37","CXX3YR008YR6","","","","","2011/01/13 16:44:27","2021/06/04 13:38:44"
"Predpriyatiya KS","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Eastern","Vostochno-Kazakhstanskaya","Oskemen","","Oskemen(KZ005005035)","","Auezova, 37","CXX3YR008YR6","","","","","2011/01/13 16:44:27","2021/06/04 13:38:44"
"Prestij, CYM bytik ??04","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Shymkent","","Shymkent(KZ001004007)","","CYM bytik ??04","CXX3YR008YR6","","","","","2011/01/13 16:44:25","2021/06/04 13:38:44"
"Priozersk-DPD-Dostyk","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Central","Karagandinskaya","Karaganda","","Karaganda(KZ004006005)","","Karaganda, Karagandinskaya, KAZAKHSTAN","CXX3YR00800","","Y","","","2019/03/19 18:40:24","2024/05/03 18:34:10"
"Priozerzk-o2-Dostyk-9","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Central","Karagandinskaya","Karaganda","","Karaganda(KZ004006005)","","Karaganda, Karagandinskaya, KAZAKHSTAN","CXXYR90YRFK08","","","","","2021/10/20 17:10:56","2022/04/27 19:04:27"
"Priozerzk-o2-Dostyk-9","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","","","","","KAZAKHSTAN(KZ)","","KAZAKHSTAN","CXXYR90YRFK08","","Y","43.218495","76.927723","2024/01/17 22:36:06","2024/01/22 03:07:17"
"Priozerzk-o2-Dostyk-9","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","","","","","KAZAKHSTAN(KZ)","","KAZAKHSTAN","CXXYR90YRFK08","","Y","43.271435","76.949888","2024/01/17 23:14:16","2024/01/22 03:07:17"
"Prishakhtinsk-nokia-MKR22","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Central","Karagandinskaya","Karaganda","","Karaganda(KZ004006005)","","Mkr 22 d26/1","CXX3YR00800","","Y","","","2016/09/29 20:06:03","2024/05/03 18:34:10"
"Prishakhtinsk-Service-nokia","STORE","VIRTUAL","INDEPENDENT","KZ","KAZAKHSTAN","Eastern","Vostochno-Kazakhstanskaya","Oskemen","","Oskemen(KZ005005035)","","22 mkr","CXX37YR0FK7FK","","","","","2018/03/02 14:31:53","2022/04/08 21:37:01"
"Pro trade 1","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","Dostyk/Kirova","CXX3YR008YR6","","","","","2011/01/13 16:44:23","2021/06/04 13:38:44"
"Pro trade 2","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","Dostyk/Kirova","CXX3YR008YR6","","","","","2011/01/13 16:44:23","2021/06/04 13:38:44"
"Profi-T","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","Auezova/Gabdulina","CXX3YR008YR6","","","","","2011/01/13 16:44:23","2021/06/04 13:38:44"
"Profi-T ??","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","Auezova/Gabdulina","CXX3YR008YR6","","","","","2011/01/13 16:44:23","2021/06/04 13:38:44"
"PVZ Akm. Akkol","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Akmolinskaya","Kokshetau","","Kokshetau(KZ003017017)","","Kokshetau, Akmolinskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 17:42:48","2024/04/08 03:06:47"
"PVZ Akm. Astrakhanka","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Akmolinskaya","Kokshetau","","Kokshetau(KZ003017017)","","Kokshetau, Akmolinskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 17:17:58","2024/03/14 01:33:36"
"PVZ Akm. Koshy","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Akmolinskaya","Kokshetau","","Kokshetau(KZ003017017)","","Kokshetau, Akmolinskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 17:42:48","2024/03/14 01:33:36"
"PVZ Akm. Makinsk","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Akmolinskaya","Kokshetau","","Kokshetau(KZ003017017)","","Kokshetau, Akmolinskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 18:19:31","2024/03/14 01:33:36"
"PVZ Akm. Stepnogorsk","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Akmolinskaya","Kokshetau","","Kokshetau(KZ003017017)","","Kokshetau, Akmolinskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 17:17:58","2024/04/15 03:06:52"
"PVZ Akm.Arshaly","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Akmolinskaya","Kokshetau","","Kokshetau(KZ003017017)","","Kokshetau, Akmolinskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 18:19:31","2024/03/14 01:36:46"
"PVZ Akm.Ereymentau","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Akmolinskaya","Kokshetau","","Kokshetau(KZ003017017)","","Kokshetau, Akmolinskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 17:42:48","2024/03/14 01:33:36"
"PVZ Akm.Esil","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Akmolinskaya","Kokshetau","","Kokshetau(KZ003017017)","","Kokshetau, Akmolinskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 17:42:48","2024/03/14 01:33:36"
"PVZ Akm.LC Astana","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Astana","Astana","","Astana(KZ003017003)","","Astana, Astana, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 18:19:31","2024/06/03 03:07:05"
"PVZ Akm.Shuchinsk","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Northern","Akmolinskaya","Kokshetau","","Kokshetau(KZ003017017)","","Kokshetau, Akmolinskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 17:42:48","2024/05/13 03:07:06"
"PVZ Aktub. Kandyagash","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Aktobe, Aktyubinskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 17:42:48","2024/04/29 03:07:15"
"PVZ Aktub. Kulan","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Zhambylskaya","Taraz","","Taraz(KZ001003036)","","Taraz, Zhambylskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 17:42:48","2024/05/27 03:07:05"
"PVZ Aktub. Martuk","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Aktobe, Aktyubinskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 18:19:31","2024/03/18 03:06:51"
"PVZ Alm. Atakent","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","Almaty, Almaty, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/09/28 12:21:21","2024/03/14 01:39:15"
"PVZ Alm. Nurly Tau","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","Almaty, Almaty, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 17:42:48","2024/03/14 01:33:36"
"PVZ Alm. TDS","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Almatinskaya","","","Almatinskaya(KZ001001)","","Almatinskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 17:17:58","2024/03/14 01:33:36"
"PVZ Alm. Usharal","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","Almaty, Almaty, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 17:17:58","2024/03/14 01:33:36"
"PVZ Alm. Ushtobe","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","Almaty, Almaty, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 18:19:31","2024/03/14 01:33:36"
"PVZ Alm.Sarkand","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","Almaty, Almaty, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 17:17:58","2024/03/14 01:33:36"
"PVZ Atub. Shubarkuduk","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Aktobe, Aktyubinskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 17:42:48","2024/03/14 01:33:36"
"PVZ Kar. Abay","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Shymkent","","Shymkent(KZ001004007)","","Shymkent, Yuzhno-Kazakhstanskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 18:19:31","2024/04/29 03:07:15"
"PVZ Kar. Saran","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Central","Karagandinskaya","Saran","","Saran(KZ004006020)","","Saran, Karagandinskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 17:42:48","2024/03/14 01:33:36"
"PVZ Kar. Zhanaarka (Atasu)","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Central","Karagandinskaya","Karaganda","","Karaganda(KZ004006005)","","Karaganda, Karagandinskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 18:19:31","2024/04/08 03:06:47"
"PVZ Kyz. Aiteke Bi","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Kyzylordinskaya","Kyzylorda","","Kyzylorda(KZ001010037)","","Kyzylorda, Kyzylordinskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 17:17:58","2024/03/14 01:33:36"
"PVZ Kyz. Aralsk","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Kyzylordinskaya","Kyzylorda","","Kyzylorda(KZ001010037)","","Kyzylorda, Kyzylordinskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 17:17:58","2024/03/14 01:33:36"
"PVZ Kyz. Shieli","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Kyzylordinskaya","Kyzylorda","","Kyzylorda(KZ001010037)","","Kyzylorda, Kyzylordinskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 17:17:58","2024/03/14 01:33:36"
"PVZ Kyz. Toteram","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Kyzylordinskaya","Kyzylorda","","Kyzylorda(KZ001010037)","","Kyzylorda, Kyzylordinskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 17:17:58","2024/03/14 01:33:36"
"PVZ Kyz. Zhalgash","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Kyzylordinskaya","Kyzylorda","","Kyzylorda(KZ001010037)","","Kyzylorda, Kyzylordinskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 17:17:58","2024/03/14 01:33:36"
"PVZ Kyz. Zhosaly","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Kyzylordinskaya","Kyzylorda","","Kyzylorda(KZ001010037)","","Kyzylorda, Kyzylordinskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 17:17:58","2024/03/14 01:33:36"
"PVZ Shayan","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Turkistan","","Turkistan(KZ004006023)","","Turkistan, Yuzhno-Kazakhstanskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 18:19:31","2024/03/14 01:33:36"
"PVZ Tur.  Kazygurt  Kunaeva","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Turkistan","","Turkistan(KZ004006023)","","Turkistan, Yuzhno-Kazakhstanskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 18:19:31","2024/03/14 01:33:36"
"PVZ Tur. Aksu","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Turkistan","","Turkistan(KZ004006023)","","Turkistan, Yuzhno-Kazakhstanskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 18:19:31","2024/03/14 01:33:36"
"PVZ Tur.Myrzakent","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Yuzhno-Kazakhstanskaya","Turkistan","","Turkistan(KZ004006023)","","Turkistan, Yuzhno-Kazakhstanskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 18:19:31","2024/03/14 01:33:36"
"PVZ Vostoch Kalbatau","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Eastern","Vostochno-Kazakhstanskaya","Oskemen","","Oskemen(KZ005005035)","","Oskemen, Vostochno-Kazakhstanskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 17:17:58","2024/03/14 01:33:36"
"PVZ Vostoch. Ayagoz","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Eastern","Vostochno-Kazakhstanskaya","Oskemen","","Oskemen(KZ005005035)","","Oskemen, Vostochno-Kazakhstanskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 17:42:48","2024/03/14 01:33:36"
"PVZ Vostoch. Ulken-Naryn","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Eastern","Vostochno-Kazakhstanskaya","Oskemen","","Oskemen(KZ005005035)","","Oskemen, Vostochno-Kazakhstanskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 18:19:31","2024/03/14 01:33:36"
